Title,Address,Property Type,Location,State,Bedrooms,Bathrooms,Date Listed,Prices
Furnished 2bedroom Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-16,5500000
Newly Built Standard 2bedroom All Room En Suite,Off Morocco Road Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,2,2,2026-06-22,4000000
Newly Built Mini Flat,Fadeyi Jibowu Yaba Lagos,Mini Flat,Yaba,Lagos,1,1,2026-05-27,1500000
Brand New & Serviced 3 Bedroom All Rooms Ensuite Flat,In A Gated & Serene Close In Yaba Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,3,3,2026-05-21,7000000
Newly Built Room Self Contain,Bajulaiye Shomolu Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,2026-05-21,1500000
Quite Spacious 3 Bedroom All Rooms Ensuite Flat,"Sabo Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",Detached / Semi-Detached Duplex,Yaba,Lagos,3,3,2026-05-30,6000000
Newly Built Room Self Contain,Palmgroove Shomolu Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,2026-05-29,1200000
Spacious 3 Bedroom Apartment,"Olonode Borno Way, Alagomeji Yaba Lagos",Detached / Semi-Detached Duplex,Yaba,Borno,3,3,2026-05-05,7000000
Spacious 2 Bedroom Furnished Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2026-04-17,15000000
A Standard Miniflat Apartment,Ogudu Lagos,Detached / Semi-Detached Duplex,Ogudu,Lagos,1,1,2026-05-31,2200000
Newly Built Room Self Contain,Fadeyi Jibowu Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,1,1,2026-05-27,1500000
Self Serviced 2 Bedroom Apartment,Elegushi Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-12,5000000
Spacious 3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-04-21,20000000
Well Maintained Waterfront 2 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2026-04-21,30000000
Serviced 3 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-04-22,35000000
2 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2026-04-22,30000000
Decent Room Self Contain,Alagomeji Sabo Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,1,1,2026-06-19,1500000
Newly Built Mini Flat,Bajulaiye Shomolu Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,2026-06-07,2000000
Newly Built 2 Bedroom Flat,Alagomeji Alagomeji Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,2,2026-06-09,5500000
Newly Built 2 Bedroom Flat,Sabo Alagomeji Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,2,2026-06-10,5500000
Newly Built 2 Bedroom Flat,Sabo Alagomeji Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,2,2026-06-10,5000000
"Neatly Renovated And Standard Roomself Con,",Akoka Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,2026-06-22,1200000
"A Nicely Built And Standard Miniflat,upstairs",Off Estate Road Alapere Kosofe Ikosi Lagos,Detached / Semi-Detached Duplex,Kosofe Ikosi,Lagos,1,1,2026-06-22,2000000
3bedroom Penthouse,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-06-19,10000000
Newly Built Mini Flat,Abiodun Shomolu Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,2026-05-27,2500000
World Brand 2/3bedroom Apartment With Bq,Salem Ikate Lekki Lagos Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-06,15000000
Room Self Contained,Alagomeji Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,2026-05-05,2000000
A Standard Mini Flat,Off Omotayo By Goodluck Orioke Estate Ogudu Lagos,Mini Flat,Ogudu,Lagos,1,1,2026-06-05,1800000
Newly Built And Standard 2 Bedroom Flat,Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,2,2026-06-03,4000000
2bedroom Apartment,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-19,8000000
2bedroom Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-17,8000000
Newly Built Room Self,Ebute Metta Adekunle Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,1,1,2026-05-27,1200000
Newly Built Mini Flat,Adekunle Adekunle Yaba Lagos,Mini Flat,Yaba,Lagos,1,1,2026-05-27,2000000
Self Serviced 2 Units Of 3 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-04-21,13000000
Newly Built Mini Flat,Fadeyi Jibowu Yaba Lagos,Mini Flat,Yaba,Lagos,1,1,2026-06-20,2000000
Newly Built Standard And Spacious Miniflat,Palmgrove Lagos Ilupeju Lagos,Detached / Semi-Detached Duplex,Ilupeju,Lagos,1,1,2026-06-10,1800000
3 Bedroom Flat,"Off Herbert Macaulay Way, Yaba ,lagos. Yaba Lagos",Detached / Semi-Detached Duplex,Yaba,Lagos,3,0,2026-04-02,3000000
Newly Built 3 Units Of 2 Bedroom Terrace Duplex,Shelter Afrique Uyo Akwa Ibom,Self Contain / Shared Room,Akwa,Akwa Ibom,2,0,2026-05-12,4000000
Newly Renovated Spacious Miniflat,Oworonshoki Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,1,1,2026-06-08,1600000
Newly Built 2 Bedroom Flat,Sabo Sabo Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,2,2026-06-17,3000000
4 Bedroom Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,0,0,2026-05-28,35000000
4 Bedroom Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,0,0,2026-05-28,35000000
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-28,2500000
3 Bedroom Apartment,Off Admiralty Way Admiralty Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-28,15000000
Room Self Contained,Unity Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-05-23,1300000
2 Bedroom Serviced Apartment,Lekki Conservation Centre Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-23,5500000
2 Bedroom Fully Furnished Apartment With Pool And Gym,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-23,25000000
2 Bedroom Apartments For Lease,Prestigious Area Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-23,15000000
2 Bedroom Fully Furnished Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-23,18000000
2 Bedroom Apartment,Off Freedom Way Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Edo,2,0,2026-05-26,18000000
4 Bedroom Apartment,Middle Floor Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,0,0,2026-05-28,50000000
A Room Downstairs In A Shared Apartment,Lekki Conservation Centre Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-29,1500000
3 Bedroom Apartment,Admiralty Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-28,15000000
4 Bedroom Apartment,Ground Floor 2nd Avenue Extension Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,0,0,2026-05-28,50000000
4 Bedroom Apartment,Ground Floor Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,0,0,2026-05-28,50000000
Mini Flat,Destiny Home Estate Abijo Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,2026-05-28,1600000
Single Room Apartment,Idado Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-28,1800000
3 Bedroom Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-01-25,15000000
Serviced Studio Apartment With Open Kitchen,Lekki Conservation Centre Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-09,2700000
Studio Apartment,Roxbury Leisure Homes Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-12,3000000
Serviced Studio Apartment,Oral Extension Estate Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-17,3500000
Furnished 1 Bedroom Flat,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-05-24,6500000
2 Bedroom Flat,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-20,9000000
Masters Bedroom Upstairs,Ikota Villa Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-01,2800000
Fully Furnished And Serviced 1bedroom Miniflat,Admiralty Way Lekki Phase 1 Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-31,9000000
Brand New Fully Furnished 3 Bedroom,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-05-31,14000000
Masters Bedroom Studio Apartment,Ikota Villa Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-02,3500000
Single Room Downstairs,Orchid Road Royal Pine Gate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-01,1350000
Newly Built 1 Bedroom Apartment,Ogombo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,1,2026-03-18,1800000
3 Bedroom Flat,Festac Amuwo Odofin Lagos,Detached / Semi-Detached Duplex,Amuwo Odofin,Lagos,3,3,2026-03-30,4000000
Newly Built 2 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-02,15000000
Elegant 3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-05-28,40000000
Exquisite Furnished 3 Bedroom Flat With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-05-29,55000000
Prestigious 3 Bedroom Apartment,Cyberville Estate Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-05-30,10000000
Serviced 2 Bedroom Apartment,Megamound Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-04-01,6500000
2 Bedroom Furnished Apartment,Ilasan Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-04-01,16000000
2 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-15,18000000
Serviced 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-04-11,12000000
Masters Bedroom Sharing Kitchen,Orchid Road Royal Pine Gate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-31,3500000
Fully Furnished 2bedroom Flat,Lekki Conservation Lekki Conservation Centre Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-31,10000000
Single Room Upstairs,Osapa London Canal West Estate Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-31,2300000
Mini Flat,Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2025-01-26,5000000
Newly Built 3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-05-15,30000000
Room Selfcontain With Shared Kitchen,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-24,1500000
Standard One Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-06-02,4500000
Luxury 2bedroom Apartment Without Bq,Lekki Phase 1 Lekki Lagos,Luxury Apartment,Lekki,Lagos,2,2,2026-06-04,20000000
2 Bedroom Flat,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2026-05-17,2500000
3 Bedroom Apartment,Maitama Maitama Abuja,Detached / Semi-Detached Duplex,Maitama,Abuja,3,3,2026-06-05,116188200
Mini Flat,Agungi Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-03-30,3000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,0,0,2026-01-19,40000000
Studio Apartment,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2025-09-11,2400000
Furnished 2 Bedroom Apartment,Maryland Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,2,2,2026-02-22,8500000
Shared Apartment,Royal Pine Estate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-05-13,1600000
Fully Serviced Studio Apartment,"Victoria Bay Estate, Orchid Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-23,3500000
Serviced Room Self Contain With Shared Kitchen,Emcel Garden Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-04-13,2200000
Very Affordable Self Contain Apartment,Igbo Efon Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-05-23,1500000
3 Bedroom Apartment,Peace Estate Sangotedo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Edo,0,0,2026-05-26,3000000
Fully Serviced Room Self Contained With Shared Kitchen,"Dpkay District Estate, Orchid Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-04-09,1500000
Newly Built 2 Bedroom Duplex,"Kayfarm Estate, Obawole Obafemi Awolowo Way Ikeja Lagos",Terraced Duplex,Ikeja,Lagos,2,3,2026-04-15,4500000
Room Selfcontain,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-16,1800000
Lovely & Spacious 1 Bedroom Apartment,Chevron Drive Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-06-22,4500000
2 Bedroom Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-03-24,4000000
6 Units Of 3 Bedroom Flats,Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,2,0,2026-03-25,15000000
Newly Renovated 3 Bedroom Flat With Bq,Lekki Garden Estate 5 Lekki Gardens Estate Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,2026-05-21,5000000
4 Bedroom Apartment,Ground Floor Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,0,0,2026-05-28,45000000
Shared Apartment,Palmwill Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,0,2026-03-18,1200000
Mastered Bedroom Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-28,4000000
Very Affordable Self Contain Apartment,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-06-05,1000000
Executive 3bed Rooms Flat In Isolo Ajao Estate,Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,3,3,2026-06-20,2500000
Studio Apartment,Royal Pine Estate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-02,3500000
Room Selfcontain,Royal Pine Estate Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-02,1800000
Serviced Room Self Contain With Shared Kitchen,Oral Extension Estate Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-17,1600000
2 Bedroom Apartment With Pool,Ilasan Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-01-27,20000000
Furnished 3 Bedroom Apartment With Gym,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2026-04-03,55000000
3bed Rooms Duplex Wit Bq In Isolo Ajao Estate,Ajao Estate Lagos Mainland Ajao Estate Isolo Lagos,Terraced Duplex,Isolo,Lagos,3,3,2026-06-16,7000000
2 Bedroom Flat,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-04-24,4000000
Specious Furnished Service Shared Apartment,Idado Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2025-12-18,2500000
Executive New Service 2 Bedroom Flat,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-02-08,12500000
Furnished 3 Bedroom Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2026-01-19,25000000
Brand New 2 Bedroom Flat Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-09,6000000
Very Nice 2 Bedroom Flat Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-09,5000000
Executive Mini Flat,Chevron Drive Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-05-20,3800000
Room In A Shared Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-01-20,1200000
Brand New Service Studio Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-02-05,5000000
Standard Big Parlour Apartment With Separate Kitchen,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-04-25,3300000
3 Bedroom Apartment,Off Alexander Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-05-11,50000000
Studio Apartment,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-24,3500000
Portable En Suite Room In A Shared Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2025-12-18,1300000
Newly Built 3 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-02-02,45000000
Furnished 3 Bedroom Flat,Off Admiralty Way Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,2,2026-05-17,25000000
2 Bedroom Flat,Lekki Conservation Centre Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-20,5500000
Furnished 1 Bedroom Flat,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-05-20,6500000
Exquisite 3 Bedroom Flat,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2026-05-21,15000000
2 Bedroom Apartment,2nd Toll Gate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-19,4500000
Fully Furnished 3 Bedroom Apartment With Pool,Admiralty Way Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-06-04,25000000
Furnished 1 Bedroom Apartment Upstairs,Admiralty Way Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-04-06,8000000
Fully Serviced 2 Bedroom Apartment With Swimming Pool,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-21,8000000
Brand New Serviced 2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-22,15000000
4 Bedroom Apartment,Gerard Road Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2026-04-24,40000000
Fully Furnished 3bedroom Flat In Oniru,Oniru Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2026-06-10,35000000
4units Of 3bedroom Furnished And Serviced,By County Bus Stop Off Ogba Aguda Road Aguda(ogba) Ogba Lagos,Detached / Semi-Detached Duplex,Ogba,Lagos,3,3,2026-06-10,9500000
Fully Furnished 2 Bedroom Apartment,Sangotedo Lagos,Detached / Semi-Detached Duplex,Sangotedo,Edo,2,2,2026-01-19,6500000
Serviced 2 Bedroom Apartment,Chevron Alternative Route Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-02-28,4500000
2 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2026-03-10,20000000
1 Bedroom Furnished Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-04-08,7500000
Serviced Studio Apartment With Pool,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,1,0,2026-03-11,7000000
Lovely 2 Bedroom Apartment,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-03-11,6000000
1 Bedroom Mini Flat,Ikota Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-05-13,4700000
Newly Built 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-04-15,12000000
Furnished 3 Bedroom Apartment With Gym & Pool,Meadow Hall Way Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-04-15,12000000
Lovely 2 Bedroom Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-04-15,5000000
Newly Built 3 Bedroom Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-05-14,10000000
Shared Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-05-13,2200000
Newly Built & Serviced 2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-21,12000000
Lovely 1 Bedroom Apartment Upstairs,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,3500000
Lovely Master's Bedroom In A Shared Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,2026-05-31,3500000
Lovely & Furnished 3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-06-15,60000000
3 Bedroom Maisonette With Bq,Glover Rd Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-01-31,35000000
Spacious 3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-01-31,35000000
4 Bedroom Fully Furnished Apartment,"Banana Island Road, Banana Island Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2026-04-09,60000000
Spacious 278sqm 3 Bedroom Apartment,Glover Road Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-01-31,50000000
3 Bedroom Flat,Ajao Estate Lagos Mainland Ajao Estate Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,3,3,2026-04-24,4000000
Serviced And Furnished 2 Bedroom Flat,Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,2,0,2026-03-17,40000000
Spacious 2 Bedroom Flat,Monastery Road Sangotedo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Edo,2,2,2026-05-27,3500000
Brand New 3 Bedroom Apartment,Bourdillon Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-05-23,61511400
Serviced Room Self Contained,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-15,550000
Serviced 2 Bedroom Apartment,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-09,8500000
1 Bedroom Apartment With Shared Kitchen,Emcel Garden Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-16,3800000
Serviced Studio Apartment With Mini Palour,Emcel Garden Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-04-13,4000000
"Executive, Standard Newly Built Miniflat",Bajulaiye Rd Shomolu Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,2026-06-02,2000000
3 Bedroom Apartment With Bq,Wuse 2 Abuja,Detached / Semi-Detached Duplex,2,Abuja,3,3,2026-05-29,61511400
Executive 3 Bedroom Flat,"Off Allen Avenue, Allen Avenue Ikeja Lagos",Detached / Semi-Detached Duplex,Ikeja,Lagos,3,3,2026-05-05,6000000
Spacious 2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-03-31,10000000
1bedroom Miniflat,Chevyview Estate Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-03,4500000
Executive 3 Bedroom Flat,Ajao Estate Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,3,3,2026-05-09,4000000
Fully Furnished Studio Apartment,Chevron Chevyview Estate Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-31,4500000
Exquisite 3 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-03-31,9000000
Newly Built Spacious Room Self Contained With Pop,Very Close To Odokoya Estate Akowonjo Alimosho Lagos,Detached / Semi-Detached Duplex,Alimosho,Imo,1,1,2026-04-18,1500000
